,BSAN,BSAS,BSAV,CTI,ELEV,EVI,LSTD,LSTN,REF1,REF2,REF3,REF7,RELI,TMAP,TMFI,Depth,Ca,P,pH,SOC,Sand
10,-0.739130437374115,-0.8181818127632141,-0.940649509429932,-0.7965379953384399,1.5129176378250102,1.3979592323303203,-1.1056089401245102,-0.0252489540725946,-0.9374545216560359,-0.485157698392868,-0.7805383205413822,-0.8623992204666141,2.6901121139526403,0.190708130598068,0.0568427033722401,Topsoil,-0.165296942009214,-0.307638255878111,-0.474666806537928,0.228239351735005,1.2849716468521202
11,-0.739130437374115,-0.8181818127632141,-0.940649509429932,-0.7965379953384399,1.5129176378250102,1.3979592323303203,-1.1056089401245102,-0.0252489540725946,-0.9374545216560359,-0.485157698392868,-0.7805383205413822,-0.8623992204666141,2.6901121139526403,0.190708130598068,0.0568427033722401,Subsoil,-0.182941266726359,-0.37334910885755396,-0.371785512821545,-0.0217986995333477,1.30780739890771
12,-0.717391312122345,-0.7909091114997859,-0.89585667848587,-0.42348304390907304,1.1832962036132801,1.06924200057983,-1.0793421268463101,0.0513654686510563,-0.9018181562423709,-0.614100158214569,-0.8364388942718509,-0.8014112710952759,0.7872918844223019,0.190708130598068,0.0568427033722401,Topsoil,-0.496778845711641,1.55647488917029,-1.4941268988184602,-0.443737911048693,2.1337004315849297
13,-0.717391312122345,-0.7909091114997859,-0.89585667848587,-0.42348304390907304,1.1832962036132801,1.06924200057983,-1.0793421268463101,0.0513654686510563,-0.9018181562423709,-0.614100158214569,-0.8364388942718509,-0.8014112710952759,0.7872918844223019,0.190708130598068,0.0568427033722401,Subsoil,-0.5233899583997941,0.6745660728672409,-1.60636103741815,-0.68596227321491,2.06899913409408
14,-0.6884058117866519,-0.754545450210571,-0.8510638475418091,-0.637596428394318,1.14543426036835,1.02988338470459,-0.868676662445068,0.0452350713312626,-0.8807272911071781,-0.618738412857056,-0.81573498249054,-0.752520143985748,0.20965000987052898,0.190708130598068,0.0568427033722401,Topsoil,-0.512398411854688,0.53968590096207,-1.3444813806855402,-0.545315869376461,2.2136255637795
15,-0.6884058117866519,-0.754545450210571,-0.8510638475418091,-0.637596428394318,1.14543426036835,1.02988338470459,-0.868676662445068,0.0452350713312626,-0.8807272911071781,-0.618738412857056,-0.81573498249054,-0.752520143985748,0.20965000987052898,0.190708130598068,0.0568427033722401,Subsoil,-0.527439475547991,-0.0378779120677679,-1.2135415523192299,-0.654707516806365,2.25168515053881
16,-0.637681186199188,-0.7363636493682858,-0.873460233211517,-0.644516050815582,0.90712696313858,1.0539358854293799,-0.7975994348526,0.0572270750999451,-0.898909091949463,-0.561224460601807,-0.8322981595993041,-0.7948588728904721,0.226639479398727,0.190708130598068,0.0568427033722401,Topsoil,-0.046125437362268,0.9650772123553041,0.24550224947675697,0.32200362096063695,1.53997087813955
17,-0.637681186199188,-0.7363636493682858,-0.873460233211517,-0.644516050815582,0.90712696313858,1.0539358854293799,-0.7975994348526,0.0572270750999451,-0.898909091949463,-0.561224460601807,-0.8322981595993041,-0.7948588728904721,0.226639479398727,0.190708130598068,0.0568427033722401,Subsoil,0.00941079781300784,-0.0724625715306324,0.0210339722773752,0.3532583773691811,0.858704275147749
18,-0.601449251174927,-0.699999988079071,-0.8062710165977479,-0.5348716974258421,1.0006681680679301,1.0,-0.7683055400848392,0.135226786136627,-0.8545454740524291,-0.5111317038536071,-0.8302277326583859,-0.698588728904724,0.0737342834472656,0.190708130598068,0.0568427033722401,Topsoil,-0.393805409657484,-0.134714958563789,-0.643018014437465,-0.18588617067820395,1.79116415075106
19,-0.601449251174927,-0.699999988079071,-0.8062710165977479,-0.5348716974258421,1.0006681680679301,1.0,-0.7683055400848392,0.135226786136627,-0.8545454740524291,-0.5111317038536071,-0.8302277326583859,-0.698588728904724,0.0737342834472656,0.190708130598068,0.0568427033722401,Subsoil,-0.40016893660465097,-0.26959513046896,-0.62431232467085,-0.435924221946557,-1.21173724455919
20,-0.673913061618805,-0.754545450210571,-0.873460233211517,-0.49622341990470903,1.0585745573043799,1.0058308839798,-0.9676952958106991,0.11922366172075301,-0.9003636240959171,-0.6233766078948969,-0.8923395276069641,-0.7948588728904721,0.175671085715294,0.190708130598068,0.0568427033722401,Topsoil,-0.0414974177643283,0.359845671755174,-0.137964390738855,-0.10774927965684401,0.8016148950087709
21,-0.673913061618805,-0.754545450210571,-0.873460233211517,-0.49622341990470903,1.0585745573043799,1.0058308839798,-0.9676952958106991,0.11922366172075301,-0.9003636240959171,-0.6233766078948969,-0.8923395276069641,-0.7948588728904721,0.175671085715294,0.190708130598068,0.0568427033722401,Subsoil,0.19250682315649498,0.30105175066830503,0.8440843220084441,-0.506247423865781,2.05377529939036
22,-0.724637687206268,-0.8000000119209291,-0.929451286792755,-0.29952362179756203,1.06302893161774,1.1734694242477401,-1.07038986682892,0.0756906270980835,-0.9403636455535892,-0.6048237681388849,-0.927536249160767,-0.865927398204803,-0.0621814467012882,0.190708130598068,0.0568427033722401,Topsoil,-0.37702883861495295,-0.183133481811799,-0.605606634904235,-0.381228398231605,2.07661105144595
23,-0.724637687206268,-0.8000000119209291,-0.929451286792755,-0.29952362179756203,1.06302893161774,1.1734694242477401,-1.07038986682892,0.0756906270980835,-0.9403636455535892,-0.6048237681388849,-0.927536249160767,-0.865927398204803,-0.0621814467012882,0.190708130598068,0.0568427033722401,Subsoil,-0.23066771883011103,-0.131256492617502,-0.484019651421235,-0.29527781810810805,2.01571571263104
24,-0.659420311450958,-0.754545450210571,-0.8622620105743409,-0.755915999412537,0.8002226948738101,0.9781340956687931,-0.8949584364891049,0.0670687854290009,-0.925090909004211,-0.733766257762909,-0.805383026599884,-0.8377016186714169,0.8212708234786991,0.190708130598068,0.0568427033722401,Topsoil,-0.31223656424379803,-0.356056779126122,-0.7646049979204641,0.775197588884527,0.870122151175545
25,-0.659420311450958,-0.754545450210571,-0.8622620105743409,-0.755915999412537,0.8002226948738101,0.9781340956687931,-0.8949584364891049,0.0670687854290009,-0.925090909004211,-0.733766257762909,-0.805383026599884,-0.8377016186714169,0.8212708234786991,0.190708130598068,0.0568427033722401,Subsoil,-0.11612423378110501,-0.25230280073752803,-0.14731723562216198,0.00945605687519644,0.7521374322216571
26,-0.637681186199188,-0.727272748947144,-0.8398656249046329,-0.6770718097686771,0.9717149138450619,0.9205539226531979,-0.770460605621338,0.14032855629920998,-0.8138181567192081,-0.526901662349701,-0.788819849491119,-0.662298381328583,0.583418309688568,0.190708130598068,0.0568427033722401,Topsoil,-0.242237767824961,-0.273053596415247,0.0303868171606826,-0.18588617067820395,-0.30211312101147103
27,-0.637681186199188,-0.727272748947144,-0.8398656249046329,-0.6770718097686771,0.9717149138450619,0.9205539226531979,-0.770460605621338,0.14032855629920998,-0.8138181567192081,-0.526901662349701,-0.788819849491119,-0.662298381328583,0.583418309688568,0.190708130598068,0.0568427033722401,Subsoil,-0.337690672032466,-0.0102101844974763,-0.184728615155393,-0.318718885414516,1.9281786630846
28,-0.6811594367027279,-0.772727251052856,-0.8846584558486942,-0.6229243874549871,1.0140311717987098,1.17201161384583,-1.01755392551422,0.17012764513492598,-0.8916363716125492,-0.5528756976127621,-0.7784678936004642,-0.799395143985748,0.6173971891403199,0.190708130598068,0.0568427033722401,Topsoil,-0.175420734879707,4.58609105811722,-0.20343430492200698,0.361072066471317,1.8596714069178302
29,-0.6811594367027279,-0.772727251052856,-0.8846584558486942,-0.6229243874549871,1.0140311717987098,1.17201161384583,-1.01755392551422,0.17012764513492598,-0.8916363716125492,-0.5528756976127621,-0.7784678936004642,-0.799395143985748,0.6173971891403199,0.190708130598068,0.0568427033722401,Subsoil,-0.323517362013776,3.34796024934667,-0.521431030954466,-0.0686808341461638,1.65414963841751
30,-0.717391312122345,-0.7818182110786441,-0.8622620105743409,-0.558086335659027,1.06525611877441,0.852769672870636,-0.933011293411255,0.0726099163293839,-0.893818199634552,-0.77458256483078,-0.795031070709229,-0.78881049156189,0.328576296567917,0.190708130598068,0.0568427033722401,Topsoil,-0.46264720117683594,0.290676352829445,-0.32502128840500605,-0.420296843742285,2.12989447290899
31,-0.717391312122345,-0.7818182110786441,-0.8622620105743409,-0.558086335659027,1.06525611877441,0.852769672870636,-0.933011293411255,0.0726099163293839,-0.893818199634552,-0.77458256483078,-0.795031070709229,-0.78881049156189,0.328576296567917,0.190708130598068,0.0568427033722401,Subsoil,-0.5178941851272411,-0.117422628832356,-0.7178407735039251,-0.654707516806365,2.11086467952933
32,-0.710144937038422,-0.7636363506317142,-0.8510638475418091,0.237761974334717,0.904899775981903,1.2725948095321697,-1.2397278547286998,-0.371001124382019,-0.812363624572754,-0.35250464081764205,-0.490683227777481,-0.7988911271095279,1.53482842445374,0.942436516284943,1.48214316368103,Topsoil,0.0177990833342735,1.25212988589708,-0.0444359419057783,2.58797346058008,-0.20696415411317398
33,-0.710144937038422,-0.7636363506317142,-0.8510638475418091,0.237761974334717,0.904899775981903,1.2725948095321697,-1.2397278547286998,-0.371001124382019,-0.812363624572754,-0.35250464081764205,-0.490683227777481,-0.7988911271095279,1.53482842445374,0.942436516284943,1.48214316368103,Subsoil,-0.19046179857301102,0.318344080399737,-0.45596111677131296,1.32215582603405,-0.47338126142840503
34,-0.702898561954498,-0.754545450210571,-0.8510638475418091,-0.423801720142365,0.9717149138450619,1.4183673858642598,-1.2332973480224598,-0.39931154251098605,-0.845818161964417,-0.35250464081764205,-0.4948240220546721,-0.8251007795333859,1.50084948539734,0.942436516284943,1.48214316368103,Topsoil,-0.42938331031664506,-0.22463507316723605,-0.549489565604389,1.1111862202763798,-0.46576934407654097
35,-0.702898561954498,-0.754545450210571,-0.8510638475418091,-0.423801720142365,0.9717149138450619,1.4183673858642598,-1.2332973480224598,-0.39931154251098605,-0.845818161964417,-0.35250464081764205,-0.4948240220546721,-0.8251007795333859,1.50084948539734,0.942436516284943,1.48214316368103,Subsoil,-0.47768826487014004,-0.35259831317983503,-0.9516618955866151,0.0797792587944207,-1.04046910414225
36,-0.695652186870575,-0.754545450210571,-0.8286674022674559,-0.537661015987396,0.929398655891418,1.05102038383484,-1.13243079185486,-0.543779015541077,-0.837090909481049,-0.506493508815765,-0.697722554206848,-0.845262110233307,0.9062181711196899,0.942436516284943,1.48214316368103,Topsoil,-0.365458789620104,-0.23155200505980897,-0.42790258212139004,1.7987908612643502,-0.0661436831036951
37,-0.695652186870575,-0.754545450210571,-0.8286674022674559,-0.537661015987396,0.929398655891418,1.05102038383484,-1.13243079185486,-0.543779015541077,-0.837090909481049,-0.506493508815765,-0.697722554206848,-0.845262110233307,0.9062181711196899,0.942436516284943,1.48214316368103,Subsoil,-0.49735734816138394,-0.362973711018695,-1.07324887906961,0.0407108132837406,-0.44293359202095
38,-0.746376812458038,-0.8000000119209291,-0.873460233211517,-0.928289175033569,1.31915366649628,1.2645772695541397,-1.17548727989197,-0.694919586181641,-0.873454570770264,-0.4564007520675661,-0.7184265255928041,-0.8583669066429142,3.77743792533875,0.942436516284943,1.48214316368103,Topsoil,-0.46582896465041995,-0.33184751750211605,-0.568195255371004,0.329817310062773,-0.3630084598263811
39,-0.746376812458038,-0.8000000119209291,-0.873460233211517,-0.928289175033569,1.31915366649628,1.2645772695541397,-1.17548727989197,-0.694919586181641,-0.873454570770264,-0.4564007520675661,-0.7184265255928041,-0.8583669066429142,3.77743792533875,0.942436516284943,1.48214316368103,Subsoil,-0.49735734816138394,-0.407933768320418,-0.8300749121036171,-0.334346263618789,-0.659873236549067
40,-0.717391312122345,-0.7636363506317142,-0.8286674022674559,-0.769565403461456,0.8425389528274541,1.37609326839447,-1.16063976287842,-0.39249369502067605,-0.864727258682251,-0.343228191137314,-0.6211180090904239,-0.8427419066429142,0.6683655977249151,0.942436516284943,1.48214316368103,Topsoil,-0.47334949649707203,-0.0551702417992001,-0.942309050703308,2.56453239327368,-0.7093506993361809
41,-0.717391312122345,-0.7636363506317142,-0.8286674022674559,-0.769565403461456,0.8425389528274541,1.37609326839447,-1.16063976287842,-0.39249369502067605,-0.864727258682251,-0.343228191137314,-0.6211180090904239,-0.8427419066429142,0.6683655977249151,0.942436516284943,1.48214316368103,Subsoil,-0.499960609185225,-0.345681381287262,-0.942309050703308,0.978353505540063,-0.9339022612161609
42,-0.739130437374115,-0.8000000119209291,-0.89585667848587,-0.30281725525856,0.831403136253357,1.33819246292114,-1.1577861309051498,-0.44922825694084206,-0.864000022411346,-0.37384045124054,-0.6625258922576899,-0.9183467626571659,0.872239232063293,0.942436516284943,1.48214316368103,Topsoil,-0.464093457301193,-0.14509035640264803,-0.7271936183872341,2.37700385482241,-0.469575302752473
43,-0.739130437374115,-0.8000000119209291,-0.89585667848587,-0.30281725525856,0.831403136253357,1.33819246292114,-1.1577861309051498,-0.44922825694084206,-0.864000022411346,-0.37384045124054,-0.6625258922576899,-0.9183467626571659,0.872239232063293,0.942436516284943,1.48214316368103,Subsoil,-0.504299377558293,-0.34913984723354896,-1.19483586255261,0.400140511981997,-0.701738781984317
44,-0.717391312122345,-0.7636363506317142,-0.8398656249046329,-0.838629305362701,0.94498884677887,1.17201161384583,-1.05511629581451,-0.45380279421806297,-0.857454538345337,-0.45825603604316706,-0.708074510097504,-0.809979856014252,2.31634378433228,0.942436516284943,1.48214316368103,Topsoil,-0.0192250734492437,-0.324930585609544,0.282913629009987,0.775197588884527,-1.1584538230961399
45,-0.717391312122345,-0.7636363506317142,-0.8398656249046329,-0.838629305362701,0.94498884677887,1.17201161384583,-1.05511629581451,-0.45380279421806297,-0.857454538345337,-0.45825603604316706,-0.708074510097504,-0.809979856014252,2.31634378433228,0.942436516284943,1.48214316368103,Subsoil,-0.243394772724445,-0.411392234266705,0.161326645526989,-0.146817725167524,-1.39061730232799
46,-0.717391312122345,-0.7818182110786441,-0.873460233211517,-0.744434118270874,0.7957683801651,1.29737603664398,-1.0604072809219398,-0.29350796341896096,-0.8552727103233341,-0.35157698392868,-0.745341598987579,-0.856854856014252,0.6513761281967161,0.942436516284943,1.48214316368103,Topsoil,-0.3993011829300371,-0.14509035640264803,-0.7271936183872341,3.56468459834709,-0.33256079041892606
47,-0.717391312122345,-0.7818182110786441,-0.873460233211517,-0.744434118270874,0.7957683801651,1.29737603664398,-1.0604072809219398,-0.29350796341896096,-0.8552727103233341,-0.35157698392868,-0.745341598987579,-0.856854856014252,0.6513761281967161,0.942436516284943,1.48214316368103,Subsoil,-0.500249860410096,-0.32838905155583004,-1.06389603418631,1.25183262411482,-0.8425592529937959
48,-0.753623187541962,-0.7909091114997859,-0.8622620105743409,-0.7482081651687621,0.706681489944458,1.14868807792664,-1.1058715581893899,-0.44497936964034995,-0.867636382579803,-0.482374757528305,-0.726708054542542,-0.890120983123779,0.583418309688568,0.942436516284943,1.48214316368103,Topsoil,-0.40103669027926503,-0.0413363780140544,-0.530783875837774,2.4004449221288198,-0.9034545918087059
49,-0.753623187541962,-0.7909091114997859,-0.8622620105743409,-0.7482081651687621,0.706681489944458,1.14868807792664,-1.1058715581893899,-0.44497936964034995,-0.867636382579803,-0.482374757528305,-0.726708054542542,-0.890120983123779,0.583418309688568,0.942436516284943,1.48214316368103,Subsoil,-0.481159279568595,-0.27651206236153303,-0.802016377453694,0.6579922523524859,-0.9529320545958209
50,-0.782608687877655,-0.8000000119209291,-0.8398656249046329,-0.696247220039368,0.742316246032715,0.855685114860535,-0.9491519331932071,-0.45454713702201793,-0.8385454416275021,-0.653061211109161,-0.726708054542542,-0.8351814746856691,0.940197050571442,0.942436516284943,1.48214316368103,Topsoil,-0.28360069298154605,-0.300721323985538,-0.371785512821545,2.5567187041715402,-0.8044996662344781
51,-0.782608687877655,-0.8000000119209291,-0.8398656249046329,-0.696247220039368,0.742316246032715,0.855685114860535,-0.9491519331932071,-0.45454713702201793,-0.8385454416275021,-0.653061211109161,-0.726708054542542,-0.8351814746856691,0.940197050571442,0.942436516284943,1.48214316368103,Subsoil,-0.45917618647838204,-0.38372450669641295,-0.7646049979204641,0.642364874148214,-0.7626341207992271
52,-0.768115937709808,-0.8000000119209291,-0.8510638475418091,-0.5978797078132629,0.8158129453659059,0.9475218653678891,-1.01952064037323,-0.39166665077209495,-0.85963636636734,-0.622448980808258,-0.7929606437683109,-0.868447601795197,2.18042802810669,0.942436516284943,1.48214316368103,Topsoil,-0.400747439054394,-0.318013653716971,-0.8581334467535401,2.84582520095057,-1.1850955338276599
53,-0.768115937709808,-0.8000000119209291,-0.8510638475418091,-0.5978797078132629,0.8158129453659059,0.9475218653678891,-1.01952064037323,-0.39166665077209495,-0.85963636636734,-0.622448980808258,-0.7929606437683109,-0.868447601795197,2.18042802810669,0.942436516284943,1.48214316368103,Subsoil,-0.4941755846878,-0.34222291534097604,-0.93295620582,0.43139526839054204,-1.2421849139666399
54,-0.768115937709808,-0.8181818127632141,-0.873460233211517,-0.817307472229004,0.682182610034943,1.19970846176147,-1.0704146623611501,-0.472287029027939,-0.8756363391876221,-0.482374757528305,-0.755693554878235,-0.8810483813285831,0.27760788798332203,0.942436516284943,1.48214316368103,Topsoil,-0.46322570362657894,0.0555006684819664,-0.586900945137619,1.4862432971789,-0.7131566580121129
55,-0.768115937709808,-0.8181818127632141,-0.873460233211517,-0.817307472229004,0.682182610034943,1.19970846176147,-1.0704146623611501,-0.472287029027939,-0.8756363391876221,-0.482374757528305,-0.755693554878235,-0.8810483813285831,0.27760788798332203,0.942436516284943,1.48214316368103,Subsoil,-0.32554212058787396,-0.25230280073752803,-0.970367585353231,0.2751214863478211,-0.6941268646324539
56,-0.768115937709808,-0.8000000119209291,-0.873460233211517,-0.7371151447296139,0.682182610034943,1.01384842395782,-1.01306545734406,-0.376345843076706,-0.837818205356598,-0.5445268750190729,-0.716356098651886,-0.854334652423859,1.61977577209473,0.942436516284943,1.48214316368103,Topsoil,-0.23037846760523997,2.65972552603567,0.0210339722773752,0.118847704305101,-0.7626341207992271
57,-0.768115937709808,-0.8000000119209291,-0.873460233211517,-0.7371151447296139,0.682182610034943,1.01384842395782,-1.01306545734406,-0.376345843076706,-0.837818205356598,-0.5445268750190729,-0.716356098651886,-0.854334652423859,1.61977577209473,0.942436516284943,1.48214316368103,Subsoil,-0.358516760223194,1.2832560794136598,-0.0724944765557013,-0.49062004566150896,-0.8996486331327741
58,-0.789855062961578,-0.8181818127632141,-0.873460233211517,-0.7695713043212891,0.6665924191474909,1.02988338470459,-1.02194821834564,-0.248475939035416,-0.8625454306602479,-0.56307977437973,-0.726708054542542,-0.8634072542190551,0.27760788798332203,0.942436516284943,1.48214316368103,Topsoil,-0.37211156779214205,0.48435044582148706,0.0771510415772205,-0.256209372597428,-0.9833797240032759
59,-0.789855062961578,-0.8181818127632141,-0.873460233211517,-0.7695713043212891,0.6665924191474909,1.02988338470459,-1.02194821834564,-0.248475939035416,-0.8625454306602479,-0.56307977437973,-0.726708054542542,-0.8634072542190551,0.27760788798332203,0.942436516284943,1.48214316368103,Subsoil,-0.413185241723856,-0.0240440482826221,-0.137964390738855,-0.623452760397821,-1.04427506281819
60,-0.782608687877655,-0.8000000119209291,-0.8510638475418091,-0.660235166549683,0.693318486213684,0.8651603460311891,-0.955285131931305,-0.4616958200931551,-0.85963636636734,-0.682745814323425,-0.755693554878235,-0.8341733813285831,0.6513761281967161,0.942436516284943,1.48214316368103,Topsoil,-0.460043940152995,-0.290345926146679,-0.66172370420408,0.212611973530733,0.0708708292298523
61,-0.782608687877655,-0.8000000119209291,-0.8510638475418091,-0.660235166549683,0.693318486213684,0.8651603460311891,-0.955285131931305,-0.4616958200931551,-0.85963636636734,-0.682745814323425,-0.755693554878235,-0.8341733813285831,0.6513761281967161,0.942436516284943,1.48214316368103,Subsoil,-0.454837418105313,-0.273053596415247,-0.605606634904235,0.298562553654229,0.24594492832271803
62,-0.768115937709808,-0.7909091114997859,-0.8398656249046329,-0.50821977853775,0.7222717404365541,0.8753644227981571,-1.06302309036255,-0.38968175649642894,-0.837818205356598,-0.6317254304885861,-0.782608687877655,-0.8629032373428341,1.6877336502075202,0.942436516284943,1.48214316368103,Topsoil,-0.337112169582723,-0.266136664522674,0.19873802506021898,0.00945605687519644,0.40198923403592496
63,-0.768115937709808,-0.7909091114997859,-0.8398656249046329,-0.50821977853775,0.7222717404365541,0.8753644227981571,-1.06302309036255,-0.38968175649642894,-0.837818205356598,-0.6317254304885861,-0.782608687877655,-0.8629032373428341,1.6877336502075202,0.942436516284943,1.48214316368103,Subsoil,-0.38281386311237703,-0.40447530237413204,0.0490925069272974,-0.420296843742285,0.42482498609151603
64,0.123188406229019,0.100000001490116,0.100783877074718,0.0287616364657879,-1.2688195705413798,-0.0473760925233364,0.8916522264480591,0.955784678459167,-0.0312727279961109,0.0166975874453783,0.0351966880261898,0.0362903214991093,-0.520897030830383,-0.00595208629965782,0.829217076301575,Topsoil,-0.206370615940928,-0.37680757480384,0.413853457376294,-0.396855776435877,-0.13084498059453697
65,0.123188406229019,0.100000001490116,0.100783877074718,0.0287616364657879,-1.2688195705413798,-0.0473760925233364,0.8916522264480591,0.955784678459167,-0.0312727279961109,0.0166975874453783,0.0351966880261898,0.0362903214991093,-0.520897030830383,-0.00595208629965782,0.829217076301575,Subsoil,0.0585835060411166,-0.41485070021299103,0.853437166891751,-0.5609432475807329,-0.351590583798585
66,0.152173906564713,0.109090909361839,0.0895856693387032,-0.0939193665981293,-1.2665923833847,-0.102769680321217,1.0262664556503298,0.9794792532920841,-0.0145454546436667,0.0148423006758094,0.0351966880261898,0.0816532224416733,-0.55487596988678,-0.136759579181671,0.7291107773780819,Topsoil,0.0392036739747443,-0.35259831317983503,0.600910355042446,-0.5375021802743251,-0.28688928630774396
67,0.152173906564713,0.109090909361839,0.0895856693387032,-0.0939193665981293,-1.2665923833847,-0.102769680321217,1.0262664556503298,0.9794792532920841,-0.0145454546436667,0.0148423006758094,0.0351966880261898,0.0816532224416733,-0.55487596988678,-0.136759579181671,0.7291107773780819,Subsoil,0.113251987541779,-0.40101683642784497,0.282913629009987,-0.639080138602093,-0.675097071252794
68,-0.144927531480789,-0.136363640427589,-0.0895856693387032,-0.15583460032939903,-1.25100219249725,-0.0634110793471336,1.01457464694977,1.09719216823578,-0.20145455002784698,-0.246753245592117,-0.17598344385623899,-0.178427413105965,-0.503907561302185,-0.136759579181671,0.7291107773780819,Topsoil,-0.262485353565947,-0.345681381287262,0.19873802506021898,-0.467178978355101,0.0137814490908742
69,-0.144927531480789,-0.136363640427589,-0.0895856693387032,-0.15583460032939903,-1.25100219249725,-0.0634110793471336,1.01457464694977,1.09719216823578,-0.20145455002784698,-0.246753245592117,-0.17598344385623899,-0.178427413105965,-0.503907561302185,-0.136759579181671,0.7291107773780819,Subsoil,-0.20868462573989802,-0.37334910885755396,-0.278257063988468,-0.607825382193549,-0.149874773974196
70,-0.13768115639686598,-0.127272725105286,-0.100783877074718,-0.0331536009907722,-1.24877500534058,0.14067055284976998,0.848055720329285,1.0035148859024001,-0.26109090447425803,-0.20222634077072102,-0.204968944191933,-0.21370968222618103,-0.520897030830383,-0.136759579181671,0.7291107773780819,Topsoil,0.232134240963853,-0.300721323985538,1.41460785989021,-0.506247423865781,-0.62561960846568
71,-0.13768115639686598,-0.127272725105286,-0.100783877074718,-0.0331536009907722,-1.24877500534058,0.14067055284976998,0.848055720329285,1.0035148859024001,-0.26109090447425803,-0.20222634077072102,-0.204968944191933,-0.21370968222618103,-0.520897030830383,-0.136759579181671,0.7291107773780819,Subsoil,0.110070224068195,-0.165841152080367,1.43331354965682,-0.381228398231605,-0.30972503836333504
